;Year;Month;vivienda;justicia;educación;empleo;medio ambiente;salud;jóvenes;ideología;economía;internacional;cultura;inseguridad ciudadana;social;servicios públicos e infraestructuras;corrupción;fuerzas armadas;tecnologia e investigación;terrorismo;otros
147;2007.0;7.0;0.03709827706;0.0742707437572;0.0413232932256;0.0558934685898;0.0687705583389;0.0394394342577;0.127168847582;0.01933839355;0.112617080173;0.0585538085724;0.0129164716167;0.00334522747547;0.0;0.106150644457;0.0;0.0147573786893;0.00925462731366;0.0307392768641;0.188362468478
60;2007.0;9.0;0.0521855486173;0.0619982158787;0.0526315789474;0.0392506690455;0.0454950936664;0.0383586083854;0.105263157895;0.0151650312221;0.130686886708;0.0160570918822;0.0138269402319;0.00669045495094;0.0;0.154772524532;0.0;0.0;0.0;0.0374665477252;0.230151650312
61;2007.0;10.0;0.0413043478261;0.151630434783;0.0;0.0347826086957;0.0342391304348;0.0;0.0157608695652;0.0195652173913;0.0815217391304;0.0304347826087;0.0184782608696;0.0;0.0;0.141847826087;0.0516304347826;0.0451086956522;0.0619565217391;0.0211956521739;0.250543478261
62;2007.0;11.0;0.0;0.0;0.0802919708029;0.0662549129702;0.0735541830432;0.0651319483436;0.0651319483436;0.0;0.152161706906;0.130825379001;0.0213363279057;0.0213363279057;0.0;0.138686131387;0.0320044918585;0.0398652442448;0.0202133632791;0.0190903986524;0.0741156653565
63;2007.0;12.0;0.0;0.0440835266821;0.0;0.0897138437742;0.0;0.0286156225831;0.0170146945089;0.0340293890178;0.0494972931168;0.135344160866;0.0;0.0;0.0;0.140757927301;0.0889404485692;0.0;0.0;0.0386697602475;0.333333333333
148;2008.0;1.0;0.020035618878;0.0492011578201;0.0140249332146;0.0985078568826;0.0478628673197;0.0232125307929;0.0470202590977;0.0303717737609;0.0447842654364;0.086817227361;0.0;0.00645592163847;0.0138023152271;0.0926407624038;0.0843188440531;0.00623330365093;0.0093499554764;0.0309110154755;0.294449391511
149;2008.0;2.0;0.020035618878;0.0492011578201;0.0140249332146;0.0985078568826;0.0478628673197;0.0232125307929;0.0470202590977;0.0303717737609;0.0447842654364;0.086817227361;0.0;0.00645592163847;0.0138023152271;0.0926407624038;0.0843188440531;0.00623330365093;0.0093499554764;0.0309110154755;0.294449391511
150;2008.0;3.0;0.020035618878;0.0492011578201;0.0140249332146;0.0985078568826;0.0478628673197;0.0232125307929;0.0470202590977;0.0303717737609;0.0447842654364;0.086817227361;0.0;0.00645592163847;0.0138023152271;0.0926407624038;0.0843188440531;0.00623330365093;0.0093499554764;0.0309110154755;0.294449391511
151;2008.0;4.0;0.020035618878;0.0492011578201;0.0140249332146;0.0985078568826;0.0478628673197;0.0232125307929;0.0470202590977;0.0303717737609;0.0447842654364;0.086817227361;0.0;0.00645592163847;0.0138023152271;0.0926407624038;0.0843188440531;0.00623330365093;0.0093499554764;0.0309110154755;0.294449391511
64;2008.0;5.0;0.040071237756;0.0543187889581;0.0280498664292;0.107301869991;0.0957257346394;0.0178094390027;0.0770258236866;0.026714158504;0.040071237756;0.0382902938557;0.0;0.0129118432769;0.0276046304541;0.0445235975067;0.079697239537;0.0124666073019;0.0186999109528;0.0231522707035;0.255565449688
65;2008.0;6.0;0.0;0.0;0.100203114421;0.107650643196;0.1144211239;0.0;0.0683818551117;0.0;0.142180094787;0.0250507786053;0.0;0.0;0.0277589708869;0.08192281652;0.0135409614083;0.0169262017603;0.0;0.0473933649289;0.254570074475
152;2008.0;7.0;0.0;0.0270785659802;0.0893845472945;0.0931083116817;0.0953493872741;0.00228832951945;0.0425814691272;0.0;0.143553815509;0.0125253893026;0.0;0.0137299771167;0.0356186158782;0.117239058908;0.0159237987819;0.0206675249839;0.0;0.057640237003;0.233310971639
66;2008.0;9.0;0.0;0.0541571319603;0.0785659801678;0.0785659801678;0.0762776506484;0.0045766590389;0.0167810831426;0.0;0.144927536232;0.0;0.0;0.0274599542334;0.0434782608696;0.152555301297;0.0183066361556;0.0244088482075;0.0;0.067887109077;0.212051868802
67;2008.0;10.0;0.0491886409736;0.0289046653144;0.0;0.0882352941176;0.0162271805274;0.0197768762677;0.114097363083;0.0162271805274;0.19168356998;0.0;0.0319472616633;0.0324543610548;0.0;0.121703853955;0.0278904665314;0.0;0.0;0.0131845841785;0.248478701826
68;2008.0;11.0;0.0;0.0;0.024595924104;0.174982431483;0.0231904427266;0.0;0.0681658468025;0.0;0.123682361209;0.0836261419536;0.0;0.0;0.0288123682361;0.0513000702741;0.0;0.0541110330288;0.0274068868587;0.0;0.340126493324
69;2008.0;12.0;0.0;0.0243055555556;0.0451388888889;0.124305555556;0.167361111111;0.0;0.0277777777778;0.0;0.0826388888889;0.0520833333333;0.0236111111111;0.0;0.0;0.0888888888889;0.0;0.0;0.0645833333333;0.0430555555556;0.25625
153;2009.0;1.0;0.0;0.0266951216614;0.0225694444444;0.117755857333;0.111482095333;0.0158254918734;0.0168829008649;0.00213857998289;0.148676159586;0.0418671585401;0.0301973434084;0.0;0.00855431993157;0.0927763520578;0.0136869118905;0.0;0.050255738523;0.0407749976238;0.259861526946
70;2009.0;2.0;0.0;0.0290846877673;0.0;0.11120615911;0.0556030795552;0.0316509837468;0.0059880239521;0.00427715996578;0.214713430282;0.0316509837468;0.0367835757057;0.0;0.0171086398631;0.0966638152267;0.027373823781;0.0;0.0359281437126;0.038494439692;0.263473053892
71;2009.0;3.0;0.026728646136;0.0;0.0273097036607;0.133062173155;0.0656595002905;0.0214991284137;0.0;0.0;0.134224288205;0.0447414294015;0.0348634514817;0.0674026728646;0.0389308541546;0.0714700755375;0.026728646136;0.0;0.0232423009878;0.0;0.284137129576
72;2009.0;4.0;0.032047089601;0.0235448005232;0.0;0.0654022236756;0.162197514716;0.0405493786789;0.0215827338129;0.0418574231524;0.0307390451275;0.120340091563;0.0497056899935;0.0385873119686;0.0;0.0909090909091;0.0228907782865;0.0;0.0261608894702;0.0255068672335;0.207979071288
73;2009.0;5.0;0.0826580226904;0.0599675850891;0.0486223662885;0.0567260940032;0.0421393841167;0.0567260940032;0.0;0.0356564019449;0.119935170178;0.17017828201;0.0664505672609;0.0388978930308;0.0518638573744;0.0210696920583;0.0356564019449;0.0;0.0;0.0;0.113452188006
74;2009.0;6.0;0.0;0.0;0.04243281471;0.049504950495;0.049504950495;0.0537482319661;0.0;0.0;0.125884016973;0.0;0.0;0.0;0.0;0.190947666195;0.024045261669;0.0;0.0551626591231;0.018387553041;0.390381895332
154;2009.0;7.0;0.011861784425;0.0567302733368;0.0284366239615;0.0335198811268;0.0247524752475;0.0353836569835;0.0391954615781;0.0;0.128181822824;0.00902527075812;0.0;0.0072202166065;0.0247550283651;0.160971512314;0.044255740685;0.0;0.0549150067147;0.0171875877634;0.32360765731
75;2009.0;9.0;0.0237235688499;0.113460546674;0.014440433213;0.0175348117586;0.0;0.017019082001;0.0783909231563;0.0;0.130479628675;0.0180505415162;0.0;0.014440433213;0.0495100567303;0.130995358432;0.0644662197009;0.0;0.0546673543063;0.0159876224858;0.256833419288
76;2009.0;10.0;0.0;0.0713128038898;0.0364667747164;0.0599675850891;0.0551053484603;0.0;0.0915721231767;0.047811993517;0.145056726094;0.0980551053485;0.0;0.0;0.0129659643436;0.0607779578606;0.0470016207455;0.0559157212318;0.0;0.0;0.217990275527
77;2009.0;11.0;0.0;0.1585728444;0.0;0.0564915758176;0.127849355798;0.0445986124876;0.0376610505451;0.0;0.0802775024777;0.0673934588702;0.0;0.0;0.0;0.0376610505451;0.00991080277502;0.0297324083251;0.00594648166501;0.0356788899901;0.308225966303
78;2009.0;12.0;0.0;0.143246930423;0.0;0.00818553888131;0.0613915416098;0.0504774897681;0.0;0.0;0.0654843110505;0.130968622101;0.0;0.0845839017735;0.0545702592087;0.0163710777626;0.0;0.0;0.103683492497;0.06275579809;0.218281036835
155;2010.0;1.0;0.0;0.190289276629;0.0;0.0531626860539;0.0435245071744;0.025238744884;0.0115458627325;0.0;0.149162938078;0.0654843110505;0.0105837075048;0.0554414056655;0.0272851296044;0.0357673220757;0.0205259781911;0.0112251443233;0.0742920348949;0.0371508304113;0.189320120727
79;2010.0;2.0;0.0;0.237331622835;0.0;0.0981398332264;0.0256574727389;0.0;0.023091725465;0.0;0.232841565106;0.0;0.0211674150096;0.0262989095574;0.0;0.0551635663887;0.0410519563823;0.0224502886466;0.0449005772931;0.0115458627325;0.160359204618
80;2010.0;3.0;0.023023023023;0.0710710710711;0.043043043043;0.0135135135135;0.0815815815816;0.0630630630631;0.121121121121;0.0;0.249249249249;0.0405405405405;0.017017017017;0.00950950950951;0.0;0.0835835835836;0.035035035035;0.0;0.00650650650651;0.003003003003;0.139139139139
81;2010.0;4.0;0.0418794688458;0.08835546476;0.0;0.126149131767;0.0847803881512;0.0153217568948;0.0485188968335;0.0311542390194;0.070480081716;0.0173646578141;0.0;0.0199182839632;0.0219611848825;0.123595505618;0.0454545454545;0.0199182839632;0.0;0.0132788559755;0.231869254341
82;2010.0;5.0;0.0330218068536;0.0230529595016;0.0710280373832;0.0803738317757;0.0822429906542;0.0;0.0211838006231;0.0;0.244236760125;0.0641744548287;0.0;0.0155763239875;0.0267912772586;0.0623052959502;0.0878504672897;0.00311526479751;0.0;0.0;0.185046728972
83;2010.0;6.0;0.0;0.0154772141015;0.0;0.176268271711;0.0894239036973;0.0;0.0438521066208;0.0240756663801;0.164230438521;0.0;0.0;0.0318142734308;0.0275150472915;0.202923473775;0.0146173688736;0.0;0.0;0.0128976784179;0.19690455718
84;2010.0;7.0;0.0;0.0384615384615;0.0673076923077;0.0;0.142628205128;0.0528846153846;0.192307692308;0.0;0.0897435897436;0.0;0.0;0.0592948717949;0.0;0.128205128205;0.0;0.0;0.0657051282051;0.0;0.163461538462
85;2010.0;9.0;0.0528793915248;0.0507062658457;0.0;0.104310032597;0.0224556320174;0.0;0.043462513582;0.0213690691778;0.164433176385;0.0347700108656;0.0144875045273;0.021731256791;0.00905469032959;0.0807678377399;0.031510322347;0.0231800072438;0.057225642883;0.0485331401666;0.219123505976
86;2010.0;10.0;0.0;0.0272251308901;0.0;0.069109947644;0.069109947644;0.0;0.150785340314;0.0;0.298429319372;0.0795811518325;0.0;0.096335078534;0.0;0.0366492146597;0.0;0.0;0.0;0.0272251308901;0.14554973822
87;2010.0;11.0;0.0;0.030303030303;0.0896464646465;0.0934343434343;0.0;0.0;0.188131313131;0.0;0.103535353535;0.127525252525;0.0;0.0;0.0;0.108585858586;0.128787878788;0.0;0.0;0.0;0.130050505051
88;2010.0;12.0;0.0612460401267;0.130939809926;0.0464625131996;0.0168954593453;0.0;0.0;0.0686378035903;0.0;0.154171066526;0.0802534318902;0.0411826821542;0.012671594509;0.0411826821542;0.163674762408;0.0;0.00950369588173;0.0401267159451;0.00950369588173;0.123548046463
89;2011.0;1.0;0.0;0.0557228915663;0.0;0.0150602409639;0.0;0.105421686747;0.0993975903614;0.0617469879518;0.137048192771;0.0;0.0;0.0150602409639;0.0647590361446;0.132530120482;0.0;0.0;0.0;0.0;0.313253012048
90;2011.0;2.0;0.0;0.0757020757021;0.0775335775336;0.117216117216;0.037851037851;0.025641025641;0.028083028083;0.010989010989;0.0891330891331;0.0610500610501;0.0494505494505;0.0;0.0;0.0592185592186;0.00610500610501;0.0152625152625;0.0744810744811;0.0;0.272283272283
91;2011.0;3.0;0.0;0.0704822469528;0.0;0.110227874934;0.0832008479067;0.0376258611553;0.0429252782194;0.0;0.0922098569157;0.0376258611553;0.0185479597244;0.0211976682565;0.0222575516693;0.126126126126;0.0593534711182;0.0487546369899;0.0206677265501;0.00529941706412;0.203497615262
92;2011.0;4.0;0.0;0.0493827160494;0.0634920634921;0.139329805996;0.0;0.0758377425044;0.0493827160494;0.010582010582;0.331569664903;0.0;0.0;0.0440917107584;0.0;0.1569664903;0.0;0.0;0.0;0.0;0.0793650793651
93;2011.0;5.0;0.0;0.00582524271845;0.0;0.0854368932039;0.084142394822;0.0;0.00647249190939;0.0381877022654;0.13786407767;0.0;0.0;0.0478964401294;0.0789644012945;0.152103559871;0.0724919093851;0.0297734627832;0.0;0.0;0.260841423948
94;2011.0;6.0;0.0;0.0265095729013;0.0785468826706;0.0687285223368;0.0814923907707;0.020618556701;0.00932744231713;0.0;0.202749140893;0.033382425135;0.014236622484;0.00736377025037;0.0;0.0913107511046;0.0643102601865;0.0;0.0594010800196;0.0137457044674;0.228276877761
95;2011.0;7.0;0.0;0.06;0.0358333333333;0.0508333333333;0.0291666666667;0.0;0.110833333333;0.0;0.234166666667;0.0;0.0;0.105833333333;0.03;0.0275;0.0;0.0;0.0;0.0825;0.233333333333
96;2011.0;9.0;0.0;0.0258992805755;0.0302158273381;0.0928057553957;0.094964028777;0.058273381295;0.0;0.0;0.23381294964;0.041726618705;0.0;0.0258992805755;0.0;0.135971223022;0.0;0.0;0.0575539568345;0.0;0.202877697842
156;2011.0;10.0;0.0;0.0508006781388;0.0538747024359;0.105010936306;0.066407533314;0.041957203468;0.0140415140415;0.00549450549451;0.161473019387;0.0513883398775;0.0247252747253;0.0129496402878;0.0;0.0975948911201;0.0030525030525;0.00763125763126;0.0660175156578;0.0;0.237580485062
157;2011.0;11.0;0.0;0.0508006781388;0.0538747024359;0.105010936306;0.066407533314;0.041957203468;0.0140415140415;0.00549450549451;0.161473019387;0.0513883398775;0.0247252747253;0.0129496402878;0.0;0.0975948911201;0.0030525030525;0.00763125763126;0.0660175156578;0.0;0.237580485062
158;2011.0;12.0;0.0;0.0508006781388;0.0538747024359;0.105010936306;0.066407533314;0.041957203468;0.0140415140415;0.00549450549451;0.161473019387;0.0513883398775;0.0247252747253;0.0129496402878;0.0;0.0975948911201;0.0030525030525;0.00763125763126;0.0660175156578;0.0;0.237580485062
159;2012.0;1.0;0.0;0.0756475503574;0.0534233031561;0.196814530643;0.0857974038755;0.0528858990072;0.0113996200127;0.0;0.179287728778;0.0325795854766;0.0136162127929;0.0129496402878;0.0;0.0945847248737;0.00728309056365;0.0;0.0373266934268;0.00728309056365;0.139120926185
97;2012.0;2.0;0.0;0.125395820139;0.076630778974;0.30082330589;0.076630778974;0.0474984167194;0.0227992400253;0.0;0.124762507916;0.0234325522483;0.0272324255858;0.0;0.0;0.0531982267258;0.0145661811273;0.0;0.017099430019;0.0145661811273;0.0753641545282
98;2012.0;3.0;0.0;0.0367526055952;0.0;0.152495885902;0.116291826659;0.0817334064728;0.0400438837082;0.0;0.292923752057;0.013165112452;0.0;0.0;0.0181020296215;0.0663741086122;0.00767964893033;0.0;0.0;0.0170049369172;0.157432803072
99;2012.0;4.0;0.0;0.0695187165775;0.0;0.188502673797;0.0307486631016;0.0467914438503;0.160427807487;0.0;0.188502673797;0.0;0.0;0.0641711229947;0.0441176470588;0.0;0.0187165775401;0.0855614973262;0.0494652406417;0.0;0.0534759358289
100;2012.0;5.0;0.0;0.0506230529595;0.0615264797508;0.0428348909657;0.0;0.133956386293;0.01246105919;0.0;0.29984423676;0.0;0.0280373831776;0.0210280373832;0.041277258567;0.0280373831776;0.0;0.0319314641745;0.0;0.0638629283489;0.184579439252
101;2012.0;6.0;0.0;0.0411672746222;0.0;0.126107347577;0.0500260552371;0.0203230849401;0.0760812923398;0.0;0.217300677436;0.0270974465868;0.0;0.0416883793643;0.0745179781136;0.0244919228765;0.0521104742053;0.0;0.0;0.0;0.249088066701
102;2012.0;7.0;0.0;0.0;0.0;0.0978441127695;0.170812603648;0.06135986733;0.0530679933665;0.0;0.331674958541;0.0;0.0;0.0;0.0;0.0;0.044776119403;0.0;0.0;0.0;0.240464344942
103;2012.0;9.0;0.0;0.0159651669086;0.0362844702467;0.0474117077891;0.150943396226;0.0817610062893;0.029511369134;0.0;0.11611030479;0.0145137880987;0.0624092888244;0.0188679245283;0.0701499758104;0.107885824867;0.0154813739719;0.0106434446057;0.03725205612;0.0120948234156;0.172714078374
104;2012.0;10.0;0.0;0.0281065088757;0.0480769230769;0.144970414201;0.0103550295858;0.0103550295858;0.130177514793;0.0;0.218934911243;0.0;0.0244082840237;0.0;0.0539940828402;0.0162721893491;0.0761834319527;0.030325443787;0.0;0.0495562130178;0.158284023669
105;2012.0;11.0;0.0;0.041134751773;0.0;0.0297872340426;0.0;0.190070921986;0.0964539007092;0.0;0.215602836879;0.157446808511;0.0;0.0;0.0;0.0;0.0354609929078;0.0;0.0439716312057;0.0468085106383;0.143262411348
106;2012.0;12.0;0.0;0.126485568761;0.140067911715;0.135823429542;0.0212224108659;0.00339558573854;0.0;0.0;0.259762308998;0.0;0.0;0.0;0.0297113752122;0.0636672325976;0.0271646859083;0.0;0.0;0.0;0.192699490662
107;2013.0;1.0;0.0;0.0;0.0;0.22520661157;0.0;0.0743801652893;0.0805785123967;0.0;0.138429752066;0.0;0.0;0.0;0.0;0.0;0.382231404959;0.0;0.0413223140496;0.0;0.0578512396694
108;2013.0;2.0;0.0;0.0152838427948;0.0786026200873;0.112081513828;0.0487627365357;0.0764192139738;0.0262008733624;0.0;0.204512372635;0.0;0.0451237263464;0.0;0.0545851528384;0.056768558952;0.109898107715;0.0;0.0;0.0298398835517;0.14192139738
109;2013.0;3.0;0.0;0.0543328748281;0.0474552957359;0.156808803301;0.0295735900963;0.0281980742779;0.0261348005502;0.0;0.22833562586;0.0529573590096;0.0;0.0687757909216;0.0275103163686;0.0481430536451;0.0722145804677;0.0;0.0;0.0;0.159559834938
110;2013.0;4.0;0.00946372239748;0.0995944118973;0.0261378999549;0.00766110860748;0.0905813429473;0.0500225326724;0.0734565119423;0.013519603425;0.18747183416;0.0202794051374;0.0;0.0;0.0;0.16403785489;0.0482199188824;0.01622352411;0.0;0.0;0.193330328977
111;2013.0;5.0;0.0174340634779;0.0303978542691;0.100581135449;0.131873044256;0.0187751452839;0.0335270451498;0.0773357174788;0.0214573088958;0.159141707644;0.0286097451945;0.0;0.0751005811354;0.0129637907912;0.0728654447921;0.0804649083594;0.0178810907465;0.0;0.0;0.121591417076
112;2013.0;6.0;0.0;0.0626553953257;0.0372948781701;0.0944803580308;0.110890104426;0.0358030830433;0.0303331675783;0.0;0.132272501243;0.0303331675783;0.0;0.0367976131278;0.027846842367;0.0795624067628;0.130283441074;0.0;0.0507210343113;0.0;0.140726006962
160;2013.0;7.0;0.00809248554913;0.0492467728074;0.0423468610504;0.143193936241;0.0644045897851;0.0473813103078;0.0339527109568;0.0121387283237;0.0933038806794;0.0359758323441;0.0;0.0288034308414;0.031553478987;0.0484517236126;0.150112818803;0.0;0.0308518466354;0.0176300578035;0.162559535273
113;2013.0;9.0;0.0161849710983;0.035838150289;0.0473988439306;0.191907514451;0.0179190751445;0.0589595375723;0.0375722543353;0.0242774566474;0.0543352601156;0.0416184971098;0.0;0.0208092485549;0.0352601156069;0.0173410404624;0.169942196532;0.0;0.0109826589595;0.0352601156069;0.184393063584
114;2013.0;10.0;0.0131371518655;0.0;0.0315291644771;0.0388859695218;0.028901734104;0.0977404098791;0.099316868103;0.0136626379401;0.272201786653;0.101418812401;0.0;0.0194429847609;0.0131371518655;0.112454019968;0.0325801366264;0.0;0.017866526537;0.0336311087756;0.0740935365213
115;2013.0;11.0;0.0;0.0679468242245;0.0620384047267;0.0480059084195;0.033234859675;0.0;0.110782865583;0.0;0.225258493353;0.0443131462334;0.0;0.0;0.0709010339734;0.177991137371;0.0443131462334;0.0;0.0;0.033234859675;0.0819793205318
116;2013.0;12.0;0.0;0.0563186813187;0.0274725274725;0.0892857142857;0.0391483516484;0.092032967033;0.021978021978;0.0570054945055;0.0837912087912;0.0343406593407;0.0;0.0398351648352;0.0494505494505;0.143543956044;0.0995879120879;0.0;0.0;0.0803571428571;0.0858516483516
117;2014.0;1.0;0.0;0.226573426573;0.0;0.134265734266;0.0;0.135664335664;0.201398601399;0.0;0.0;0.0461538461538;0.0;0.0447552447552;0.0;0.0;0.0;0.0;0.0;0.0853146853147;0.125874125874
118;2014.0;2.0;0.0;0.0156494522692;0.0;0.201877934272;0.0;0.0172143974961;0.00469483568075;0.0;0.107981220657;0.0;0.0;0.223787167449;0.0547730829421;0.0;0.0;0.0;0.0;0.0;0.374021909233
119;2014.0;3.0;0.0;0.0867802108678;0.0835360908354;0.146796431468;0.192214111922;0.0;0.0551500405515;0.0;0.0243309002433;0.00405515004055;0.0940794809408;0.0081103000811;0.0729927007299;0.0;0.0470397404704;0.0;0.0;0.0;0.184914841849
120;2014.0;4.0;0.0;0.0492040520984;0.0;0.0231548480463;0.134587554269;0.0;0.228654124457;0.0;0.068017366136;0.0;0.0520984081042;0.0723589001447;0.040520984081;0.0520984081042;0.149059334298;0.0;0.0;0.0;0.13024602026
121;2014.0;5.0;0.0207175341081;0.0601313794846;0.0293077311774;0.147549267307;0.0843860535624;0.0520464881253;0.0540677109651;0.0;0.0833754421425;0.0611419909045;0.0;0.0500252652855;0.0459828196059;0.0641738251642;0.0257705912077;0.0;0.0;0.0257705912077;0.195553309752
122;2014.0;6.0;0.0;0.0536277602524;0.0;0.0;0.0488958990536;0.0;0.118296529968;0.0;0.190851735016;0.121451104101;0.0;0.0268138801262;0.0;0.0993690851735;0.0662460567823;0.0;0.0;0.0851735015773;0.18927444795
123;2014.0;7.0;0.0562390158172;0.0;0.115992970123;0.0562390158172;0.124780316344;0.177504393673;0.0808435852373;0.0;0.0;0.0;0.0;0.0333919156415;0.11072056239;0.0369068541301;0.0896309314587;0.0;0.0;0.0579964850615;0.0597539543058
124;2014.0;9.0;0.0;0.0780298837853;0.0464858882125;0.0625345877144;0.0973990038738;0.0;0.038184836746;0.0;0.144991698949;0.0;0.0;0.0;0.0951853901494;0.0199225235196;0.209186496956;0.0;0.00996126175982;0.0127282789153;0.185390149419
125;2014.0;10.0;0.0;0.0349614395887;0.0;0.0601542416452;0.0174807197943;0.231362467866;0.133161953728;0.0;0.0796915167095;0.0;0.0;0.0;0.0606683804627;0.0272493573265;0.13059125964;0.00822622107969;0.0755784061697;0.00616966580977;0.13470437018
126;2014.0;11.0;0.0;0.0936106983655;0.0;0.0520059435364;0.055720653789;0.0282317979198;0.270430906389;0.0;0.0765230312036;0.0178306092125;0.0274888558692;0.037147102526;0.0260029717682;0.0906389301634;0.0690936106984;0.0;0.0;0.0;0.155274888559
127;2014.0;12.0;0.0;0.116045845272;0.0;0.0981375358166;0.0795128939828;0.0222063037249;0.00429799426934;0.0;0.211318051576;0.0343839541547;0.0;0.117478510029;0.0393982808023;0.0830945558739;0.122492836676;0.0;0.0;0.0;0.0716332378223
128;2015.0;1.0;0.0;0.171794871795;0.0;0.320512820513;0.0;0.0;0.0;0.0;0.141025641026;0.0;0.0;0.0;0.0;0.0846153846154;0.115384615385;0.0;0.0;0.0;0.166666666667
129;2015.0;2.0;0.0191570881226;0.0229885057471;0.0819923371648;0.0750957854406;0.0298850574713;0.0275862068966;0.250574712644;0.0;0.109578544061;0.0;0.0513409961686;0.0;0.0275862068966;0.0367816091954;0.0904214559387;0.0;0.0;0.00689655172414;0.170114942529
130;2015.0;3.0;0.0;0.0;0.035;0.075;0.146666666667;0.0;0.241666666667;0.0;0.185;0.0366666666667;0.0;0.0;0.0;0.0;0.103333333333;0.035;0.0;0.0;0.141666666667
